Name,Meal Type,Serving,Prep Time,Cook Time,Ingredients,Intructions,Energi_kj,Lemak_g,Protein_g,Karbohidrat_g,Kalori_kkal,Lemak Jenuh_g,Lemak Trans_g,Lemak tak Jenuh Ganda_g,Lemak tak Jenuh Tunggal_g,Kolesterol_mg,Serat_g,Gula_g,Sodium_mg,Kalium_mg
Sop Sayur,['Sup'],1 porsi,5 menit,15 menit,"['5 gram kaldu jamur', '1 sejumput garam', '50 gram buncis', '100 gram brokoli', '1/2 kepala, kecil kubis', '1 kecil wortel', '1/2 untai seledri', '1/2 siung bawang putih', '1/2 daun bawang', '1 sdm minyak goreng', '1,25 g bumbu racik sayur sop', '50 gram kentang rebus']","['Tumis bawang putih hingga harum dan berubah warna, kemudian tambah air hingga mendidih.', 'Setelah mendidih, masukkan sayuran dimulai dari yg keras seperti wortel, buncis, kentanh.', 'Tambahkan bumbu racik, garam dan kaldu jamur.', 'Koreksi rasa. Siap dihidangkan.']",1343 kj,"11,17g","11,34g","52,12g",321 kkal,"4,16g",0g,"4,442g","1,056g",0mg,"15,6g","19,96g",598mg,1740mg
Cireng Isi Jamur,['Makanan Ringan'],18 porsi,10 menit,10 menit,"['1 sdt bubuk cabai', '1 sdt garam', '1 sdt garam', '1 siung bawang putih', '2 siung bawang putih', '1 daun bawang', '100 gram jamur tiram', '100 gram tepung terigu putih (semua keperluan)', '3 sdm saus sambal', '250 g tepung tapioka', '5 g royco kaldu rasa sapi', '1 sendok makan minyak goreng', '22 ml minyak goreng']","['Untuk membuat kulit cireng, pertama campur tepung tapioka, sedikit air, bawang putih halus, garam, dan kaldu bubuk, aduk hingga merata.', 'Rebus dengan api kecil sambil terus diaduk hingga mengental.', 'Jika sudah mengental, matikan kompor.', 'Tambahkan daun bawang lalu masukkan tepung terigu sedikit demi sedikit sambil di uleni hingga kalis, lalu sisihkan.', 'Untuk membuat isian, rebus jamur tiram yang sudah dicuci dan direndam.', 'Tumis bawang putih hingga harum.', 'Masukkan jamur yang telah direbus.', 'Tambahkan cabai bubuk, saus sambal, dan garam,.']",264 kj,"2,26g","1,16g","9,6g",63 kkal,"0,866g","0,014g","0,756g","0,722g",0mg,"0,4g","3,2g",325mg,43mg
Rolade Sehat,['Hidangan Utama'],40 porsi,30 menit,30 menit,"['100 gram dada ayam', '4 besar telur', '1 sdt minyak wijen', '200 gram wortel', '1/2 sdm minyak goreng', '130 gram tahu', '50 ml susu uht full cream', '40 g rolled oat', '15 ml kecap asin']","['Campur semua bahan dengan chopper, kecuali 3 telur dan susu. Beri penyedap rasa, campur sampai rata.', 'Kocok 3 telur dengan susu, dadar di teflon anti lengket.', 'Lalu di bentuk seperti rolade dan kukus. Sudah siap disajikan.']",100 kj,"1,21g","1,84g","1,37g",24 kkal,"0,321g",0g,"0,261g","0,404g",23mg,"0,2g","0,32g",42mg,34mg
Sate Mix Ayam dan Jamur,"['Hidangan Utama', 'Lauk Pauk', 'Roti & Produk Panggang', 'Makan Siang']",1 porsi,45 menit,30 menit,"['100 gram dada ayam', '30 gram ketumbar', '5 gram cabai merah atau rawit', '1 sdt garam', '3 siung bawang putih', '100 gram jamur tiram', '2 kecil bawang merah', '1 sdm kecap manis', '50 ml air mineral', '100 g saus tiram', '3 g lada putih bubuk']","['Rebus jamur tiram , setelah itu tiriskan dan suwir sesuai dengan ukuran yang diinginkan.', 'Belender bumbu untuk dipanggang setelah itu di tumis.', 'Marinasi jamur dan dada ayam selama 30 menit.', 'Tusuk jamur tiram dan dada ayam yg sudah di marinasikan pada tusuk sate.', 'Panggang sate jamur dada ayam di teflon anti lengket atau panggangan anti lengket.']",1866 kj,"9,58g","37,34g","55,41g",446 kkal,"2,443g",0g,"2,295g","3,338g",83mg,"7,1g","20,97g",5891mg,1212mg
Lumpia Pisang Aroma,['Makanan Penutup'],4 porsi,5 menit,15 menit,"['16 sedang pangsit polos', '15 gram keju cheddar', '4 sedang pisang', '20 gram gula pasir', '1 mangkok saus cokelat']","['Siapkan bahan dan lelehakan coklat.', 'Masukkan pisang keju gula pasir ke kulit pangsit lalu gulung.', 'Goreng.', 'Tambahkan lelehan coklat dan keju diatas nya.']",1375 kj,"7,12g","8,63g","60,68g",329 kkal,"2,654g",0,"1,315g","2,567g",8mg,"4,2g","21,22g",898mg,553mg
Pancake Labu Sederhana,['Makanan Ringan'],12 porsi,5 menit,10 menit,"['3 besar kuning telur', '600 gram labu', '5,2 g stevia sweetener', '30 g tepung tapioka', '30 g segitiga biru']","['Kukus Labu Kuning dan haluskan dg garpu sampe hancur.', 'Masukkan Tepung Terigu, Tapioka, Kuning Telur dan Stevia.', 'Panggang tanpa minyak di atas teflon dg api kecil per 1 sdm munjung, dibalik sampe matang merata.']",162 kj,"1,3g","1,47g","6,33g",39 kkal,"0,457g","0,002g","0,181g","0,505g",52mg,"0,2g","1,08g",2mg,175mg
Yogurt dan Chia Bowl,['Makan Pagi'],1 porsi,10 menit,0 menit,"['100 gram chia seed', '1 buah naga', '80 g blueberry yoghurt']","['Potong dadu buah naga.', 'Siram dengan yoghurt.', 'Taruh chia seed diatasnya.']",2594 kj,"32,13g","20,4g","69,11g",620 kkal,"4,226g",0g,"23,499g","2,18g",3mg,"39,4g","17,51g",66mg,350mg
Onde-onde Panggang,"['Makanan Ringan', 'Makanan Penutup']",12 porsi,30 menit,1 jam,"['1 sdm selai kacang', '5 sdm biji wijen kering utuh', '170 gram ubi ungu rebus', '7,8 g stevia sweetener', '5 ml fiber creme', '40 g tepung beras', '60 g tepung tapioka']","['Kukus ubi lalu haluskan, setelah halus Ini dengan fiber crime, selai kacang dan gula stevia. Aduk sampai rata.', 'Campur tepung beras dan tapioka dengan air panas 4sdm, aduk sampai kalis diamkan 10 menit . Seharusnya tepung ketan putih karena gak punya pakai yg ada.', 'Bagi menjadi 12 bagian tepungnya, masukan isian ubinya bulat"" dan gepengkan. Lalu panggang selama 1 jam di suhu 120°c.', 'Onde-onde ubi panggang siap disajikan.']",258 kj,"2,92g","1,63g","8,52g",62 kkal,"0,723g","0,005g","1,017g","1,033g",0mg,"1,1g","1,43g",14mg,72mg
Ayam Lada Hitam,['Hidangan Utama'],2 porsi,1 jam,30 menit,"['230 gram chicken breast', '1 gram young green onions', '30 gram paprika', '16 gram onions', '1 sdm minyak goreng', '3 g lada putih bubuk', '60 g saus teriyaki lada hitam']","['Panfry ayam.', 'Tumis bahan kering.', 'Masukkan bumbu.']",1513 kj,"15,82g","36,28g","20,2g",362 kkal,"4,814g",0,"5,146g","4,142g",96mg,"5,7g","7,9g",457mg,644mg
Sup Telur Jagung,['Sup'],2 porsi,25 menit,30 menit,"['1 irisan tipis ayam', '1 besar telur rebus', '100 gram wortel dimasak', '100 gram bawang bombay dimasak', '1 sdt garam', '1 mangkok jagung manis kuning', '1 mangkok daun bawang', '1 sdt bawang putih cincang', '600 ml air mineral']","['Tumis bawang putih & bombay.', 'Jika sudah harum masukan kurleb air.', 'Masukan ayam, wortel, jagung , diamkan kurleb 20menit.', 'Lalu kocok telur lalu masukan, setelah itu masukan jg daun bawang.', 'Tambahkan garam dan merica setelah itu dicicip.', 'Sudah biss dihidangkan.']",906 kj,"7,41g","8,48g",33g,216 kkal,"1,706g",0,"1,978g","2,892g",108mg,"5,3g","8,13g",1561mg,530mg
NasGor Receh,['Hidangan Utama'],1 porsi,3 menit,5 menit,"['50 gram nasi putih', '1 sdm cabai merah atau rawit', '1 siung bawang putih', '50 g mie basah matang', '25 g sosis ayam kombinasi']","['Tumis bawang putih sampai harum.', 'Masukkan cabai yang telah di haluskan.', 'Tambahkan sosis dan mie shirataki.', 'Tambahkan nasi tunggu sampai di rasa sudah cukup matang.', 'Jika suka bisa di tambahkan telur ceplok,telur rebus atau bakso.']",586 kj,"4,08g","5,16g","22,44g",140 kkal,"0,214g",0,"0,489g","0,19g",0mg,"3,7g","0,61g",355mg,136mg
Perdekel Tahu Bawang,['Lauk Pauk'],8 porsi,5 menit,10 menit,"['1 besar telur', '10 gram bawang putih', '10 gram daun bawang', '15 gram bawang merah', '150 gram tahu', '1 sdm virgin coconut oil']","['Iris bawang-bawangan, kemudian panggang hingga harum.', 'Hancurkan tahu, tambahkan bawang-bawangan.', 'Masukan telur ke dalam adonan tahu.', 'Tambahkan garam, merica, dan kaldu jamur.', 'Panaskan 1sdm vco di teflon anti lengket.', 'Mulai dry frying adonan, kurleb 1 sdm adonan setiap goreng perkedel.', 'Tunggu hingga ke coklatan, dan angkat. Perkedel siap dinikmati.']",177 kj,"3,44g","2,4g","1,22g",42 kkal,"2,18g",0,"0,376g","0,706g",26mg,"0,1g","0,27g",11mg,40mg
Papaya Yogurt with Almonds,['Makan Pagi'],1 porsi,5 menit,5 menit,"['1 mangkok, potong dadu pepaya', '5 gram kacang almond', '1 sdm madu', '71 ml yogurt plain']","['Potong pepaya menjadi ukuran yang lebih kecil, kemudian sisihkan.', 'Cincang almond menjadi ukuran yang lebih kecil.', 'Masukkan yogurt ke dalam mangkok.', 'Tambahkan pepaya dan almond yang sudah dipotong.', 'Tambahkan juga madu, jika ingin lebih manis.']",879 kj,"3,17g","5,52g","42,68g",210 kkal,"0,694g",0g,"0,654g","1,661g",3mg,"5,8g","31,08g",45mg,567mg
Chia Puding,['Lainnya'],1 porsi,5 menit,5 menit,"['1 kurma', '30 gram pisang', '35 gram buah pir', '20 gram chia seed', '100 ml susu uht rasa coklat']","['Haluskan pisang, setelah halus masukan chiaseed dan susu UHT (bebas untuk susu).', 'Setelah itu aduk rata.', 'Dan diamkan di kulkas ±5jam sampai set.', 'Setalah jadi, beri toping sesuai selera disini aku pakai kurma dan pir.']",971 kj,"7,92g","6,18g","36,86g",232 kkal,"1,874g",0,"4,701g","0,445g",4mg,"10,1g","19,96g",22mg,339mg
Kare Capit Kepiting,['Lauk Pauk'],4 porsi,20 menit,20 menit,"['500 gram kepiting', '1/4 ikat ketumbar', '1 sdt bubuk kari', '20 gram cabai merah atau rawit', '3 siung bawang putih', '5 kecil bawang merah', '5,50 ml minyak goreng', '15 ml sun kara']","['Tumis bumbu halus hingga wangi.', 'Masukkan air secukupnya.', 'Masukkan kara.', 'Masukkan kepiting, garam dan kaldu bubuk, tambahkan cabe rawit utuh.', 'Tes rasa.']",859 kj,"5,37g","26,78g","13,2g",205 kkal,"1,733g",0g,"1,836g","0,675g",124mg,3g,"4,36g",759mg,678mg
Bubur Manis Oat,['Makan Pagi'],1 porsi,2 menit,10 menit,"['5 gram chia seed', '1 gelas air', '1 sejumput garam laut', '1 sdt fiber creme', '21 g oat', '1 ml sweetener', '15 g gula aren']","['Masukan semua bahan dalam wajan.', 'Tambahkan daun pandan agar wangi.', 'Aduk hingga bubur mengental.', 'Bubur siap di ajukan.', 'Tambahkan sejumput chia seed untuk hiasan.']",782 kj,"4,34g","3,18g","34,09g",187 kkal,"1,459g",0g,"1,167g","1,006g",0mg,"5,7g","13,5g",166mg,8mg
Salad Roll,"['Makanan Pembuka', 'Salad dan Salad Dressing', 'Makanan Ringan']",1 porsi,5 menit,5 menit,"['1 sedang rice paper', '20 gram wortel', '20 gram mentimun (kupas)', '50 gram selada air', '20 g cheddar cheese', '50 g smoked beef']","['Rendam rice paper ke dalam air hangat sebentar.', 'Setelah rice paper lemas & mudah dibentuk, masukkan bahan2, lalu lipat/gulung.', 'Makan!']",766 kj,"7,64g","15,18g","14,96g",183 kkal,"3,741g",0g,"0,088g","0,06g",20mg,"1,2g",3g,1008mg,265mg
Ayam Tempe Penyet,['Lauk Pauk'],2 porsi,5 menit,30 menit,"['210 gram dada ayam', '30 gram cabai merah atau rawit', '1/2 sdt garam', '4 siung bawang putih', '138 gram tempe', '4 kecil bawang merah', '5 g terasi']","['Ulek semua bumbu atau blender ditambahkan air.', 'Setelah halus masukan ke panci, masukan ayam dan tempe, dan air.', 'Tambah garam. Dan biarkan air menyusut.', 'Hidangkan..']",1914 kj,"18,36g","47,85g","31,36g",458 kkal,"4,344g",0g,"5,726g","5,67g",87mg,"6,2g","7,6g",1010mg,1067mg
Tahu Kuping,['Lainnya'],15 porsi,25 menit,10 menit,"['5 siung bawang putih', '1 mangkok, dicincang daun bawang (loncang)', '100 gram tepung terigu putih (semua keperluan)', '250 gram tahu', '100 gram sagu']","['Siapkan mangkok, masukan semua bahan kecuali tahu.', 'Aduk adonan sambil di beri air sedikit-sedikit sampai adonan bisa di bentuk.', 'Ambil tahu, lalu beri adonan tepung di atasnya.', 'Goreng sampai matang.']",270 kj,"0,91g","2,23g","12,09g",65 kkal,"0,111g",0,"0,289g","0,424g",0mg,"0,5g","0,47g",3mg,50mg
Bakso Lohoa,['Sup'],10 porsi,20 menit,20 menit,"['1 besar telur', '100 gram bihun panjang', '100 gram wortel dimasak', '1 sdt garam', '100 gram daging dada ayam (ayam pedaging)', '2 siung bawang putih', '1 mangkok daun bawang', '100 g jamur kuping', '10 g tepung tapioka', '230 g royco kaldu rasa sapi', '3 g lada putih bubuk']","['Choper/ haluskan dada ayam beserta 2 siung bawang putih,1 butir telur , 1sdm tepung maizena / tapioka ,  garam , lada ,beserta kaldu sapi bubuk . Choper hingga halus.', 'Pindahkan ke wadah / baskom gilingan ayam yg sudah halus.', 'Potong wortel, jamur kuping dan daun bawang potong kotak kecil. Lalu masukkan pada gilingan ayam tadi.', 'Masukan bihun jagung kedalam adonan baso, aduk rata lalu di bentuk adonan baso bulat2 bisa dengan sendok / dengan tangan.', 'Rebus dalam air mendidih sampai baso terapung di atas,  itu tandanya sudah matang . Bisa di sajikan dengan resep  kuah baso / kuah sop.. Selamat mencoba.']",177 kj,1g,"3,59g","4,87g",42 kkal,"0,249g","0,003g","0,191g","0,331g",27mg,"0,5g","0,87g",330mg,74mg
Tongseng Bango dan Fiber Chreme,['Hidangan Utama'],2 porsi,10 menit,40 menit,"['145 gram dada ayam (kulit tidak dimakan)', '120 gram tomat', '15 gram cabai merah atau rawit', '300 gram kubis', '20 gram daun bawang', '20 gram sereh', '95 gram daging sapi (95% tanpa lemak / 5% lemak)', '1 sdm pengganti kecap manis', '5 sdt fiber creme', '26 g tongseng khas solo']","['Tumis daging dan bumbu bango.', 'Masukan air fiber chreme dan bumbu lainnya sampai menyusut.', 'Masukan kubis dan cabai.', 'Matikan api kemudian masukan faun bawang dan potongan tomat.']",1506 kj,"10,68g","36,39g","34,11g",360 kkal,"5,127g","0,16g","1,508g","2,169g",90mg,"8,9g","12,28g",1205mg,1106mg
Green Smoothie,"['Minuman', 'Makan Pagi']",1 porsi,2 menit,5 menit,"['1 kecil pisang', '100 gram nanas', '20 gram mentimun (dengan kulit)', '10 gram bayam', '25 gram sawi hijau']","['Siapkan semua bahan, cuci bersih.', 'Potong dadu, masukkan kedalam blender.', 'Tambahkan air dan blender sampai halus.']",611 kj,"0,56g","2,44g","37,33g",146 kkal,"0,141g",0,"0,167g","0,052g",0mg,"4,5g","22,28g",26mg,625mg
Smoothie Coklat Pisang,['Makanan Pembuka'],1 porsi,5 menit,5 menit,"['200 gram pisang', '5 gram chia seed', '10 g mueslix harvest fruit', '10 g coklat bubuk']","['Pisang bekuin.', 'Blender sama bubuk coklat.', 'Kasih taburan topping.']",1172 kj,"3,97g","5,85g","60,42g",280 kkal,"1,213g",0g,"1,533g","0,39g",0mg,"12,3g","27,23g",11mg,724mg
Snack Oat,['Makanan Ringan'],30 porsi,10 menit,25 menit,"['1 besar putih telur', '130 gram pisang', '25 gram kacang almond panggang kering (tanpa tambahan garam)', '100 g quick cooking oatmeal', '1 sdm extra virgin olive oil']","['Lumatkan pisang.', 'Masukkan putih telur kedalam pisang yg dilumatkan.', 'Aduk dan campurkan semua bahan kedalam pisang (oat, almond, olive oil).', 'Bagi menjadi 30 bagian (10gr).', 'Panggang 20 menit (suhu 180).', 'Dingingkan, siap disantap.']",108 kj,"1,08g","0,73g","3,44g",26 kkal,"0,136g",0g,"0,204g","0,692g",0mg,"0,5g","0,58g",2mg,24mg
Salad,"['Hidangan Utama', 'Salad dan Salad Dressing', 'Saus dan Bumbu']",1 porsi,30 menit,30 menit,"['jus dari 1 jeruk nipis', '50 gram tomat', '50 gram selada', '30 gram jamur dimasak (lemak ditambahkan dalam masakan)', '50 gram bawang bombay dimasak', '50 gram telur ceplok', '4 sdt, tumbuk oregano', '1 sdm garam', '50 gram mentimun (kupas)', '2 sdm madu', '1 sdm olive oil', '3 g lada putih bubuk']","['Cuci semua bahan untuk salad.', 'Kupas dan potong tipis bawang bombay lalu tumis dengan sedikit minyak dan garam secukupnya.', 'Potong potong tipis jamur lalu tumis dengan sedikit minyak dan garam secukupnya.', 'Kupas mentimun lalu buang bijinya dan potong kecil kecil.', 'Buang biji tomat dan potong kecil kecil.', 'Keringkan selada dan potong sesuai selera.', 'Ceplok telur dengan sedikit minyak dan beri garam secukupnya.', 'Untuk dressingnya : \nCampurkan air jeruk nipis, madu, garam, merica, oregano, dan olive oil.']",1987 kj,"26,49g","10,37g","55,72g",475 kkal,"6,394g",0g,"2,697g","4,456g",228mg,"6,5g","40,82g",7305mg,666mg
Bread Puding,"['Roti & Produk Panggang', 'Makanan Ringan']",6 porsi,5 menit,8 menit,"['1 besar telur', '10 gram kismis', '1 sdt ekstrak vanila', '250 ml susu uht low fat high calcium', '6 g sweetener', '2 lembar roti tawar']","['Kocok putih telur dengan pemanis.', 'Tambahkan vanili, lalu kocok kembali.', 'Tambah susu 250ml, lalu kocok kembali.', 'Siapkan roti tawar, potong potong kotak-kotak.', 'Masukan roti tawar kedalam adonan telur.', 'Aduk perlahan, masukkan ke dalam wajan. Taburi dengan kismis.', 'Siapkan kukusan yg sudah panas.', 'Masukan adonan kedalam kukusan.']",321 kj,"1,84g","3,77g","10,8g",77 kkal,"0,843g",0g,"0,114g","0,318g",38mg,"0,7g","1,47g",81mg,98mg
Salad Selada Nanas Tomat Cerry,['Salad dan Salad Dressing'],1 porsi,30 menit,0 menit,"['1 iris jeruk nipis', '1/4 sdt bubuk cabai', '50 gram nanas', '50 gram selada daun hijau', '1 sdm minyak zaitun ekstra virgin', '4 tomat anggur', '20 ml saus siram wijen sangrai']","['Cuci bersih selada, tomat, nanas.', 'Rendam dlm air garam selama 15-20 menit.', 'Bilas bahan tersebut dengan air bersih, potong2 sesuai selera.', 'Keringkan dengan pengering sayuran.', 'Campur rata smua bahan salad dressing (kewpie saus siram wijen sangrai+minyak zaitun+sari kurma+bawang putih bubuk+cabe bubuk (optional)+perasan air jeruk nipis.', 'Siram salad dressing ke salad yg telah disajikan, aduk2, siap utk disantap.']",975 kj,"19,43g","2,17g","14,16g",233 kkal,"1,914g",0,"1,578g","9,901g",0mg,"2,1g","6,04g",23mg,250mg
Sawi Gulung,"['Makanan Pembuka', 'Lauk Pauk', 'Salad dan Salad Dressing', 'Makanan Penutup', 'Makanan Ringan', 'Lainnya']",8 porsi,10 menit,10 menit,"['2 besar telur', '5 gram kaldu jamur', '200 gram tahu', '250 gram sawi hijau', '1/2 tbsp saus tiram']","['Rebus lembaran sawi sampai layu, kemudian rebus 1 buah telur, kemudian potong mnjadi 8 bagian.', 'Hancurkan tahu.', 'Masukkan telur mentah, saus tiram dan kaldu jamur.', 'Ambil selembar sawi, masukan adonan tahu dan telur rebus, gulung seperti menggulung risoles.', 'Lakukan sampai adonan tahu habis.', 'Kukus kurang lebih 10 menit.']",182 kj,"2,54g","4,1g","1,62g",44 kkal,"0,54g",0g,"0,58g","1,104g",53mg,"0,4g","0,82g",100mg,125mg
Tahu Kol,['Lainnya'],42 porsi,20 menit,30 menit,"['107 gram telur', '7 gram kaldu jamur', '1 1/2 sdt bawang putih bubuk', '50 gram buncis', '75 gram wortel', '350 gram sawi putih', '129 gram tempe', '1 1/2 sdt garam laut', '271 gram tahu', '10 g tepung pati jagung', '45 g tepung tapioka', '3 g lada putih bubuk']","['Aduk semua bahan.', 'Rebus kol.', 'Masukan bahan ke kol.', 'Lipat kol dengan rapi.', 'Kukus kurleb 30 menit.']",82 kj,"0,97g","1,58g","1,45g",20 kkal,"0,196g","0,001g","0,254g","0,35g",11mg,"0,1g","0,33g",92mg,40mg
Dragon Fruit Jelly,"['Makanan Ringan', 'Makanan Penutup']",2 porsi,10 menit,10 menit,"['2 gelas air', '500 g buah naga', '3,75 g jelly powder anggur']","['Rebus nutrijell rasa apa pun dalam 2 gelas air. Rebus hingga mendidih .. Setelah masak, diamkan 3 menit, lalu tambahkan asam buah dan biarkan dingin.', 'Belah buah naga menjadi dua, keluarkan isinya lalu potong dadu, usahakan kulit buah naga masih tersisa.', 'Potong Nutrijell dingin menjadi kubus, lalu sajikan dengan irisan buah naga di atas kulit buah naga. Selamat menikmati.']",554 kj,"0,95g","1,95g","32,45g",132 kkal,"0,13g","0,415g",0g,0g,0mg,"4,8g","24,52g",10mg,480mg
Dimsum Diet,['Lauk Pauk'],15 porsi,20 menit,20 menit,"['100 gram dada ayam', '15 kecil pangsit polos', '1 besar putih telur', '1 sdt garam', '50 gram wortel', '3 siung bawang putih', '3 kecil bawang merah', '125 gram tahu', '230 g royco kaldu rasa sapi', '3 g lada putih bubuk']","['Perajang / haluskan bawang putih, bawang bombay, dada ayam, tahu, garam, merica, putih telur, dan kaldu.', 'Parut  semua wortel dengan parutan rujak / potong korek api tipis2.', 'Isi kulit pangsit dengan isian ayam tahu yg sudah di haluskan.. Kemudian kukus sampai matang kurang lebih 15 menit .\nSiap di santap dan di nikmati.']",216 kj,"1,53g","3,67g","5,9g",52 kkal,"0,348g",0g,"0,412g","0,639g",6mg,"0,5g","1,04g",300mg,74mg
Bakso di Soup,"['Sup', 'Hidangan Utama']",4 porsi,20 menit,30 menit,"['200 gram daging sapi giling', '100 gram kecambah', '5 gram kaldu jamur', '1 sdt bawang putih bubuk', '1 sejumput lada hitam', '10 gram cabai merah atau rawit', '1 sdt garam', '2 siung bawang putih', '20 gram daun bawang', '300 gram tahu kukus', '100 gram pakcoy', '50 g tepung tapioka', '40 gram bawang bombay']","['Buat adonan bakso dengan cara campurkan tapioka, daging sapi giling, bombay dan bubuk bawang putih serta lada garam. Aduk hingga rata. Dan bulatkan dengan tangan satu per satu. Masukan satu per satu ke dalam air mendidih.', 'Cincang bawang putih dan daun bawang. Masukan ke dalam kuah. Serta lada garam dan kaldu jamur.', 'Rebus sayur pokcoy dan toge dalam panci terpisah.', 'Tunggu hingga bakso matang dan mengapung ke atas. Masukan tahu. Tunggu sampai smua matang. Sajikan bersama toge dan pokcoy rebus sera tambahkan cabai rawit jika suka.']",1011 kj,"13,64g","20,65g","9,99g",242 kkal,"4,18g","0,012g","1,887g","5,722g",44mg,"1,8g","4,38g",851mg,399mg
Pancake Naga,"['Hidangan Utama', 'Makan Pagi']",1 porsi,10 menit,10 menit,"['1 besar telur', '4 sendok makan instant oatmeal', '1 buah naga', '35 g susu']","['Blender semua bahan jadi satu.', 'Panggang di atas teflon jadi beberapa bagian.', 'Angkat dan kasih toping naga.']",1397 kj,"9,35g","17,07g","48,64g",334 kkal,"2,1g",0g,"1,846g","3,47g",217mg,"4,7g","16,99g",72mg,472mg
